河北,廊坊,晴,35,西风,东风,<3级,<3级,35,35,http://www.weather.com.cn/weather/101090601.shtml
河北,沧州,晴,36,西风,西南风,<3级,<3级,36,36,http://www.weather.com.cn/weather/101090701.shtml
河北,衡水,晴,35,西南风,西南风,<3级,<3级,35,35,http://www.weather.com.cn/weather/101090801.shtml
河北,邢台,多云,32,南风,西南风,<3级,<3级,32,32,http://www.weather.com.cn/weather/101090901.shtml
河北,邯郸,阴,32,西南风,西南风,<3级,<3级,32,32,http://www.weather.com.cn/weather/101091001.shtml
河北,秦皇岛,晴,33,南风,东风,3-4级,<3级,33,33,http://www.weather.com.cn/weather/101091101.shtml
河北,雄安新区,晴,34,西南风,西南风,<3级,<3级,34,34,http://www.weather.com.cn/weather/101091201.shtml
山西,太原,小雨,28,南风,东北风,3-4级,<3级,28,28,http://www.weather.com.cn/weather/101100101.shtml
山西,大同,多云,32,东风,西风,<3级,<3级,32,32,http://www.weather.com.cn/weather/101100201.shtml
山西,阳泉,小雨,28,东南风,西风,<3级,<3级,28,28,http://www.weather.com.cn/weather/101100301.shtml
山西,晋中,小雨,27,南风,东风,3-4级,<3级,27,27,http://www.weather.com.cn/weather/101100401.shtml
山西,长治,大雨,25,东风,东风,<3级,<3级,25,25,http://www.weather.com.cn/weather/101100501.shtml
山西,晋城,暴雨,28,南风,东南风,<3级,<3级,28,28,http://www.weather.com.cn/weather/101100601.shtml
山西,临汾,大雨,28,北风,北风,<3级,<3级,28,28,http://www.weather.com.cn/weather/101100701.shtml
山西,运城,中雨,35,东风,东风,3-4级,<3级,35,35,http://www.weather.com.cn/weather/101100801.shtml
山西,朔州,小雨,28,东北风,南风,<3级,<3级,28,28,http://www.weather.com.cn/weather/101100901.shtml
山西,忻州,小雨,29,南风,东北风,<3级,<3级,29,29,http://www.weather.com.cn/weather/101101001.shtml
山西,吕梁,中雨,24,东南风,东风,<3级,<3级,24,24,http://www.weather.com.cn/weather/101101100.shtml
内蒙古,呼和浩特,晴,31,东南风,西北风,<3级,<3级,31,31,http://www.weather.com.cn/weather/101080101.shtml
内蒙古,包头,多云,32,东风,东风,<3级,<3级,32,32,http://www.weather.com.cn/weather/101080201.shtml
内蒙古,乌海,小雨,28,东北风,西北风,<3级,3-4级,28,28,http://www.weather.com.cn/weather/101080301.shtml
内蒙古,乌兰察布,晴,28,东风,东风,3-4级,3-4级,28,28,http://www.weather.com.cn/weather/101080401.shtml
内蒙古,通辽,阵雨,26,北风,北风,3-4级,3-4级,26,26,http://www.weather.com.cn/weather/101080501.shtml
内蒙古,赤峰,多云,30,东北风,东北风,<3级,<3级,30,30,http://www.weather.com.cn/weather/101080601.shtml
内蒙古,鄂尔多斯,多云,28,东南风,西北风,<3级,3-4级,28,28,http://www.weather.com.cn/weather/101080701.shtml
内蒙古,巴彦淖尔,多云,28,北风,北风,<3级,<3级,28,28,http://www.weather.com.cn/weather/101080801.shtml
内蒙古,锡林郭勒,晴,29,北风,北风,3-4级,4-5级,29,29,http://www.weather.com.cn/weather/101080901.shtml
内蒙古,呼伦贝尔,阵雨,24,东北风,东风,3-4级,<3级,24,24,http://www.weather.com.cn/weather/101081001.shtml
内蒙古,兴安盟,多云,24,东北风,东北风,3-4级,3-4级,24,24,http://www.weather.com.cn/weather/101081101.shtml
内蒙古,阿拉善盟,小雨,26,西风,西风,3-4级,3-4级,26,26,http://www.weather.com.cn/weather/101081201.shtml
